count_id;site_id;site_name;longitude_epsg_4326;latitude_epsg_4326;species_id;common_name;year;penguin_sum
BECH_1998_ADEL;BECH;Bechervaise Island;62,817;-67,583;ADEL;adelie penguin;1998;720
BECH_1999_ADEL;BECH;Bechervaise Island;62,817;-67,583;ADEL;adelie penguin;1999;990
BECH_2000_ADEL;BECH;Bechervaise Island;62,817;-67,583;ADEL;adelie penguin;2000;1697
BECH_2001_ADEL;BECH;Bechervaise Island;62,817;-67,583;ADEL;adelie penguin;2001;2264
BELL_1987_CHIN;BELL;Bell Point to Kwarecki Point;-58,889;-62,119;CHIN;chinstrap penguin;1987;4000
BELS_2020_CHIN;BELS;Cape Belsham;-54,883;-61,096;CHIN;chinstrap penguin;2020;6000
BENE_1986_GENT;BENE;Beneden Head;-62,701;-64,767;GENT;gentoo penguin;1986;700
BENE_2009_GENT;BENE;Beneden Head;-62,701;-64,767;GENT;gentoo penguin;2009;981
BENE_2012_GENT;BENE;Beneden Head;-62,701;-64,767;GENT;gentoo penguin;2012;1720
BENT_1977_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1977;7
BENT_1981_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1981;12
BENT_1982_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1982;10
BENT_1983_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1983;8
BENT_1984_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1984;6
BENT_1989_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1989;3
BENT_1991_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1991;2
BENT_1995_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1995;3
BENT_1996_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1996;2
BENT_1997_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1997;5
BENT_1998_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1998;9
BENT_1999_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;1999;15
BENT_2000_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;2000;11
BENT_2001_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;2001;11
BENT_2002_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;2002;18
BENT_2003_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;2003;27
BENT_2004_ADEL;BENT;Benten;39,25;-69,042;ADEL;adelie penguin;2004;23
BERK_1980_ADEL;BERK;Berkley/Cameron;110,64;-66,216;ADEL;adelie penguin;1980;2928
BERT_2007_ADEL;BERT;Berthelot Islands (excl, Green Island);-64,112;-65,333;ADEL;adelie penguin;2007;548
BERT_2024_ADEL;BERT;Berthelot Islands (excl, Green Island);-64,112;-65,333;ADEL;adelie penguin;2024;400
BIEN_1984_ADEL;BIEN;Cape Bienvenue;140,525;-66,72;ADEL;adelie penguin;1984;10000
BISC_1983_ADEL;BISC;Biscoe Point;-63,778;-64,811;ADEL;adelie penguin;1983;3440
BONG_2010_ADEL;BONG;Bongrain Point (Pourquoi Pas Island);-67,732;-67,723;ADEL;adelie penguin;2010;4094
BONG_2023_ADEL;BONG;Bongrain Point (Pourquoi Pas Island);-67,732;-67,723;ADEL;adelie penguin;2023;4573
BONG_2024_ADEL;BONG;Bongrain Point (Pourquoi Pas Island);-67,732;-67,723;ADEL;adelie penguin;2024;1625
BOWM_1960_EMPE;BOWM;Bowman Island;103,067;-65,161;EMPE;emperor penguin;1960;1500
BOWM_2009_EMPE;BOWM;Bowman Island;103,067;-65,161;EMPE;emperor penguin;2009;1609
BPTS_1987_CHIN;BPTS;Byewater Point (south);-61,526;-62,775;CHIN;chinstrap penguin;1987;2500
BRIM_1987_CHIN;BRIM;Brimstone Peak;-57,752;-61,912;CHIN;chinstrap penguin;1987;10000
BRIT_2020_CHIN;BRIT;Brittannia's Figleaf;-55,213;-61,278;CHIN;chinstrap penguin;2020;1526
BROW_1996_ADEL;BROW;Brown Bluff;-56,905;-63,522;ADEL;adelie penguin;1996;20000
BROW_2013_ADEL;BROW;Brown Bluff;-56,905;-63,522;ADEL;adelie penguin;2013;18630
BROW_1996_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;1996;225
BROW_2001_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2001;511
BROW_2002_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2002;560
BROW_2003_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2003;1432
BROW_2005_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2005;589
BROW_2006_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2006;118
BROW_2007_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2007;682
BROW_2008_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2008;1355
BROW_2009_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2009;1714
BROW_2011_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2011;1004
BROW_2010_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2010;480
BROW_2016_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2016;1269
BROW_2018_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2018;1154
BROW_2019_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2019;1114
BROW_2020_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2020;1199
BROW_2024_GENT;BROW;Brown Bluff;-56,905;-63,522;GENT;gentoo penguin;2024;1429
BRPW_1987_CHIN;BRPW;Brimstone Peak (west);-57,763;-61,918;CHIN;chinstrap penguin;1987;6000
BRYE_2012_GENT;BRYE;Bryde Island East;-62,927;-64,89;GENT;gentoo penguin;2012;741
BRYE_2018_GENT;BRYE;Bryde Island East;-62,927;-64,89;GENT;gentoo penguin;2018;626
BRYS_1987_GENT;BRYS;Bryde Island South;-62,951;-64,901;GENT;gentoo penguin;1987;550
BRYS_2015_GENT;BRYS;Bryde Island South;-62,951;-64,901;GENT;gentoo penguin;2015;870
BRYS_2018_GENT;BRYS;Bryde Island South;-62,951;-64,901;GENT;gentoo penguin;2018;905
BSON_2009_EMPE;BSON;Brownson Islands;-103,48;-74,14;EMPE;emperor penguin;2009;5732
BYEW_1987_CHIN;BYEW;Byewater Point;-61,502;-62,753;CHIN;chinstrap penguin;1987;700
CAST_1987_CHIN;CAST;Castle Rock;-61,581;-62,789;CHIN;chinstrap penguin;1987;5000
CCOE_1987_CHIN;CCOE;Cape Conway (east);-61,392;-62,834;CHIN;chinstrap penguin;1987;2500
CCOE_2020_CHIN;CCOE;Cape Conway (east);-61,392;-62,834;CHIN;chinstrap penguin;2020;929
CCOE_1987_GENT;CCOE;Cape Conway (east);-61,392;-62,834;GENT;gentoo penguin;1987;250
CCOE_2020_GENT;CCOE;Cape Conway (east);-61,392;-62,834;GENT;gentoo penguin;2020;5898
CHAL_2017_ADEL;CHAL;Cape Hallett;170,214;-72,318;ADEL;adelie penguin;2017;22075
CHAL_2018_ADEL;CHAL;Cape Hallett;170,214;-72,318;ADEL;adelie penguin;2018;33968
CHAL_2019_ADEL;CHAL;Cape Hallett;170,214;-72,318;ADEL;adelie penguin;2019;31969
CHAP_1980_ADEL;CHAP;Chappel Island;110,419;-66,177;ADEL;adelie penguin;1980;2618
CHAR_1977_ADEL;CHAR;Charcot Island;-75,407;-69,762;ADEL;adelie penguin;1977;50
CHAR_1987_ADEL;CHAR;Charcot Island;-75,407;-69,762;ADEL;adelie penguin;1987;50
CHII_1973_CHIN;CHII;Chinstrap Islet;163,317;-66,912;CHIN;chinstrap penguin;1973;20
CHII_2014_CHIN;CHII;Chinstrap Islet;163,317;-66,912;CHIN;chinstrap penguin;2014;40
CHIS_1986_ADEL;CHIS;Christine Island;-64,024;-64,795;ADEL;adelie penguin;1986;1455
CHPT_2024_CHIN;CHPT;Charles Point;-61;-64,236;CHIN;chinstrap penguin;2024;1
CHPT_2024_GENT;CHPT;Charles Point;-61;-64,236;GENT;gentoo penguin;2024;342
CHRI_1983_ADEL;CHRI;Christoffersen Island;-45,035;-60,728;ADEL;adelie penguin;1983;378
CIER_1993_GENT;CIER;Cierva Point;-60,96;-64,157;GENT;gentoo penguin;1993;1476
CLIN_1987_CHIN;CLIN;Cape Lindsey;-55,48;-61,107;CHIN;chinstrap penguin;1987;120
CMEL_1987_CHIN;CMEL;Cape Melville;-57,58;-62,022;CHIN;chinstrap penguin;1987;8500
COBA_2024_CHIN;COBA;Cobalescou Island;-61,652;-64,179;CHIN;chinstrap penguin;2024;541
CONW_1987_CHIN;CONW;Cape Conway;-61,422;-62,842;CHIN;chinstrap penguin;1987;400
CONW_2020_CHIN;CONW;Cape Conway;-61,422;-62,842;CHIN;chinstrap penguin;2020;0
CORM_1980_ADEL;CORM;Cormorant Island;-63,967;-64,794;ADEL;adelie penguin;1980;1093
CORM_1981_ADEL;CORM;Cormorant Island;-63,967;-64,794;ADEL;adelie penguin;1981;1052
CORM_1986_ADEL;CORM;Cormorant Island;-63,967;-64,794;ADEL;adelie penguin;1986;880
COUL_1964_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1964;2100
COUL_1983_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1983;43845
COUL_1990_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1990;27920
COUL_1992_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1992;34735
COUL_1993_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1993;18767
COUL_1994_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1994;20204
COUL_1996_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;1996;19471
COUL_2005_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2005;49613
COUL_2006_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2006;48189
COUL_2007_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2007;36768
COUL_2008_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2008;48477
COUL_2009_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2009;25298
COUL_2010_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2010;20653
COUL_2011_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2011;39341
COUL_2012_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2012;50672
COUL_2018_EMPE;COUL;Coulman Island;169,624;-73,348;EMPE;emperor penguin;2018;19822
CROZ_1968_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;1968;711
CROZ_1969_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;1969;697
CROZ_1974_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;1974;256
CROZ_1975_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;1975;118
CROZ_1977_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;1977;40
CROZ_1983_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;1983;78
CROZ_2000_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2000;1201
CROZ_2001_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2001;0
CROZ_2002_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2002;247
CROZ_2003_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2003;612
CROZ_2004_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2004;699
CROZ_2005_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2005;437
CROZ_2006_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2006;828
CROZ_2007_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2007;1149
CROZ_2008_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2008;990
CROZ_2009_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2009;303
CROZ_2010_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2010;1283
CROZ_2011_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2011;1587
CROZ_2012_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2012;2269
CROZ_2018_EMPE;CROZ;Cape Crozier;169,32;-77,46;EMPE;emperor penguin;2018;3080
CUVE_1986_CHIN;CUVE;Cuverville Island;-62,626;-64,684;CHIN;chinstrap penguin;1986;1
CUVE_1986_GENT;CUVE;Cuverville Island;-62,626;-64,684;GENT;gentoo penguin;1986;3700
CUVE_2010_GENT;CUVE;Cuverville Island;-62,626;-64,684;GENT;gentoo penguin;2010;9014
CUVE_2010_KING;CUVE;Cuverville Island;-62,626;-64,684;KING;king penguin;2010;1
DAMO_1987_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;1987;715
DAMO_2006_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2006;2990
DAMO_2009_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2009;4788
DAMO_2010_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2010;3371
DAMO_2011_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2011;1955
DAMO_2012_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2012;3345
DAMO_2016_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2016;929
DAMO_2019_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2019;351
DAMO_2024_GENT;DAMO;Dorian Bay/Damoy Point;-63,497;-64,815;GENT;gentoo penguin;2024;3335
DANC_1986_GENT;DANC;Danco Island;-62,594;-64,734;GENT;gentoo penguin;1986;1172
DANC_2009_GENT;DANC;Danco Island;-62,594;-64,734;GENT;gentoo penguin;2009;3341
DANC_2016_GENT;DANC;Danco Island;-62,594;-64,734;GENT;gentoo penguin;2016;6774
DANC_2024_GENT;DANC;Danco Island;-62,594;-64,734;GENT;gentoo penguin;2024;2176
DARB_2013_ADEL;DARB;Darbel Island;-65,9;-66,381;ADEL;adelie penguin;2013;522
DARN_1961_EMPE;DARN;Flutter/Cape Darnley;69,696;-67,887;EMPE;emperor penguin;1961;5000
DARN_2009_EMPE;DARN;Flutter/Cape Darnley;69,696;-67,887;EMPE;emperor penguin;2009;3465
DAVE_1987_CHIN;DAVE;Davey Point;-58,53;-61,969;CHIN;chinstrap penguin;1987;25000
DAVI_1960_ADEL;DAVI;Davis Island;108,444;-66,664;ADEL;adelie penguin;1960;550
DAWS_1986_EMPE;DAWS;Dawson-Lambton;-26,648;-76,014;EMPE;emperor penguin;1986;11700
DAWS_2009_EMPE;DAWS;Dawson-Lambton;-26,648;-76,014;EMPE;emperor penguin;2009;2597
DBAY_2009_EMPE;DBAY;Davies Bay;158,492;-69,348;EMPE;emperor penguin;2009;1745
DENI_1982_ADEL;DENI;Cape Denison;142,665;-67,007;ADEL;adelie penguin;1982;4898
DEPT_1987_CHIN;DEPT;Devils Point;-61,159;-62,664;CHIN;chinstrap penguin;1987;5500
DEPT_1987_GENT;DEPT;Devils Point;-61,159;-62,664;GENT;gentoo penguin;1987;2000
DESO_1987_CHIN;DESO;Desolation Island;-60,347;-62,458;CHIN;chinstrap penguin;1987;18000
DETA_1958_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;1958;400
DETA_1986_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;1986;858
DETA_2003_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;2003;925
DETA_2009_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;2009;747
DETA_2011_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;2011;998
DETA_2014_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;2014;561
DETA_2016_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;2016;510
DETA_2018_ADEL;DETA;Detaille Island;-66,787;-66,871;ADEL;adelie penguin;2018;370
DEVI_1996_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;1996;10320
DEVI_2000_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2000;14866
DEVI_2002_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2002;5880
DEVI_2003_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2003;8500
DEVI_2007_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2007;18000
DEVI_2009_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2009;20040
DEVI_2011_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2011;7108
DEVI_2022_ADEL;DEVI;Devil Island;-57,289;-63,799;ADEL;adelie penguin;2022;11978
DIBB_2009_EMPE;DIBB;Dibble Glacier;134,8;-66;EMPE;emperor penguin;2009;12476
DOBE_2006_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2006;257
DOBE_2008_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2008;247
DOBE_2009_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2009;320
DOBE_2011_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2011;104
DOBE_2012_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2012;249
DOBE_2016_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2016;82
DOBE_2018_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2018;264
DOBE_2019_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2019;50
DOBE_2024_GENT;DOBE;Dorian Beacon;-63,511;-64,811;GENT;gentoo penguin;2024;429
DOLL_2009_EMPE;DOLL;Dolleman;-60,421;-70,611;EMPE;emperor penguin;2009;1620
DOWN_1982_ADEL;DOWN;Downshire Cliffs;170,592;-71,558;ADEL;adelie penguin;1982;4000
DREA_1984_ADEL;DREA;Dream Island;-64,226;-64,725;ADEL;adelie penguin;1984;12000
DRES_1986_EMPE;DRES;Drescher;-19,326;-72,826;EMPE;emperor penguin;1986;6600
DRES_2009_EMPE;DRES;Drescher;-19,326;-72,826;EMPE;emperor penguin;2009;2305
DREW_1987_CHIN;DREW;Dream Island West (Casey Islands);-64,254;-64,73;CHIN;chinstrap penguin;1987;68
DUKE_1982_ADEL;DUKE;Duke of York Island;170,064;-71,624;ADEL;adelie penguin;1982;1750
DUPT_1986_CHIN;DUPT;Duthiers Point;-62,818;-64,805;CHIN;chinstrap penguin;1986;137
DURV_2006_GENT;DURV;d'Urville Monument;-56,294;-63,427;GENT;gentoo penguin;2006;671
DUTH_1987_GENT;DUTH;Duthoit Point;-58,835;-62,307;GENT;gentoo penguin;1987;750
EDEN_2022_ADEL;EDEN;Eden Rocks;-55,702;-63,495;ADEL;adelie penguin;2022;43709
EDWA_1987_CHIN;EDWA;Edwards Point;-59,498;-62,463;CHIN;chinstrap penguin;1987;40
EFAL_1987_GENT;EFAL;East side of False Bay;-60,317;-62,706;GENT;gentoo penguin;1987;50
EGAR_1987_CHIN;EGAR;East 2-3 km of Cape Garry;-62,213;-63,355;CHIN;chinstrap penguin;1987;6000
EIP2_2020_KING;EIP2;Elephant Island (north coast point 2);-55,087;-61,093;KING;king penguin;2020;1
ELPT_1987_CHIN;ELPT;Elephant Point;-60,849;-62,687;CHIN;chinstrap penguin;1987;1500
ELPT_1987_GENT;ELPT;Elephant Point;-60,849;-62,687;GENT;gentoo penguin;1987;500
EMER_1987_CHIN;EMER;Emerald Cove;-57,682;-61,906;CHIN;chinstrap penguin;1987;200
EMPE_1969_ADEL;EMPE;Emperor Island;-68,71;-67,865;ADEL;adelie penguin;1969;175
EMPE_2013_ADEL;EMPE;Emperor Island;-68,71;-67,865;ADEL;adelie penguin;2013;1420
EMPE_1948_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1948;70
EMPE_1949_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1949;291
EMPE_1957_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1957;125
EMPE_1958_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1958;165
EMPE_1963_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1963;175
EMPE_1964_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1964;200
EMPE_1966_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1966;375
EMPE_1968_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1968;318
EMPE_1969_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1969;200
EMPE_1970_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1970;250
EMPE_1977_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1977;500
EMPE_1978_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1978;80
EMPE_1999_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;1999;31
EMPE_2001_EMPE;EMPE;Emperor Island;-68,71;-67,865;EMPE;emperor penguin;2001;19
ENTR_1987_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;1987;4000
ENTR_2006_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;2006;736
ENTR_2011_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;2011;543
ENTR_2015_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;2015;1163
ENTR_2016_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;2016;1564
ENTR_2017_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;2017;1042
ENTR_2018_CHIN;ENTR;Entrance Point;-60,557;-62,999;CHIN;chinstrap penguin;2018;873
ENTR_1909_MACA;ENTR;Entrance Point;-60,557;-62,999;MACA;macaroni penguin;1909;50
ENTR_1936_MACA;ENTR;Entrance Point;-60,557;-62,999;MACA;macaroni penguin;1936;0
ENTR_2017_MACA;ENTR;Entrance Point;-60,557;-62,999;MACA;macaroni penguin;2017;1
ENTR_2018_MACA;ENTR;Entrance Point;-60,557;-62,999;MACA;macaroni penguin;2018;1
ENTW_2019_CHIN;ENTW;Entrance Point West;-60,562;-63,008;CHIN;chinstrap penguin;2019;3584
EVEN_2013_ADEL;EVEN;Cape Evensen (mainland);-65,683;-66,164;ADEL;adelie penguin;2013;297
EVER_2013_ADEL;EVER;Cape Evensen (offshore rocks);-65,72;-66,158;ADEL;adelie penguin;2013;223
FARE_2019_CHIN;FARE;Farewell Rock;-61,018;-63,868;CHIN;chinstrap penguin;2019;91
FILD_1987_CHIN;FILD;Fildes Peninsula (northwest side);-58,97;-62,173;CHIN;chinstrap penguin;1987;150
FILD_2016_CHIN;FILD;Fildes Peninsula (northwest side);-58,97;-62,173;CHIN;chinstrap penguin;2016;229
FISH_2003_ADEL;FISH;Fish Islands;-65,361;-66,028;ADEL;adelie penguin;2003;1634
FISH_2008_ADEL;FISH;Fish Islands;-65,361;-66,028;ADEL;adelie penguin;2008;1653
FISH_2009_ADEL;FISH;Fish Islands;-65,361;-66,028;ADEL;adelie penguin;2009;810
FISH_2013_ADEL;FISH;Fish Islands;-65,361;-66,028;ADEL;adelie penguin;2013;1608
FOLD_1977_EMPE;FOLD;Fold Island;59,316;-67,324;EMPE;emperor penguin;1977;450
FOLD_1985_EMPE;FOLD;Fold Island;59,316;-67,324;EMPE;emperor penguin;1985;348
FOLD_2009_EMPE;FOLD;Fold Island;59,316;-67,324;EMPE;emperor penguin;2009;213
FORB_2008_ADEL;FORB;Forbes Glacier;62,286;-67,596;ADEL;adelie penguin;2008;2032
FORT_1987_CHIN;FORT;Fort Point (Greenwich Island);-59,58;-62,542;CHIN;chinstrap penguin;1987;3500
FORT_2019_CHIN;FORT;Fort Point (Greenwich Island);-59,58;-62,542;CHIN;chinstrap penguin;2019;1269
FORT_1987_GENT;FORT;Fort Point (Greenwich Island);-59,58;-62,542;GENT;gentoo penguin;1987;250
FORT_2019_GENT;FORT;Fort Point (Greenwich Island);-59,58;-62,542;GENT;gentoo penguin;2019;1333
FORT_2019_MACA;FORT;Fort Point (Greenwich Island);-59,58;-62,542;MACA;macaroni penguin;2019;4
FRAN_1964_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;1964;1700
FRAN_1965_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;1965;250
FRAN_1983_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;1983;4989
FRAN_2000_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2000;2915
FRAN_2001_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2001;3800
FRAN_2003_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2003;4422
FRAN_2004_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2004;10234
FRAN_2005_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2005;4426
FRAN_2006_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2006;17537
FRAN_2007_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2007;9320
FRAN_2008_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2008;7182
FRAN_2009_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2009;7561
FRAN_2010_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2010;7583
FRAN_2011_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2011;9413
FRAN_2012_EMPE;FRAN;Franklin Island;168,44;-76,187;EMPE;emperor penguin;2012;10244
FRPT_1987_CHIN;FRPT;False Round Point;-57,989;-61,898;CHIN;chinstrap penguin;1987;137500
FYRC_1979_CHIN;FYRC;Fyr Channel;-45,669;-60,73;CHIN;chinstrap penguin;1979;1170
FYRC_1978_CHIN;FYRC;Fyr Channel;-45,669;-60,73;CHIN;chinstrap penguin;1978;5416
GALE_2017_GENT;GALE;Galindez Island East;-64,24;-65,248;GENT;gentoo penguin;2017;598
GARY_1987_CHIN;GARY;Cape Garry;-62,258;-63,361;CHIN;chinstrap penguin;1987;200000
